,Lag1_Close,Lag1_Return,Lag1_RSI,Lag1_MACD,Lag1_MACD_Signal,Volume_Change,MA5_diff,BB_Pressure
52,275.99,0.005098510506573506,68.75,2.17,-0.58,-0.06442132716226412,0.02680442695885562,0.7704004054738977
53,274.59,-0.005072647559694277,65.04,2.24,-0.02,-0.3411416358691304,0.013134306515933239,0.7131724484665655
54,278.32,0.013583888706799385,62.93,2.57,0.5,0.48005509055067086,0.0023623478102854233,0.7775878906249997
55,276.92,-0.005030181086518981,60.0,2.69,0.94,-0.028530626777999335,-0.0005068423720224574,0.7204968944099381
56,279.26,0.00845009388993212,63.8,2.94,1.34,0.17820849299635388,-0.0010097367472052994,0.7593184238551646
57,284.39,0.018369977798467385,70.84,3.51,1.77,0.25117929129197947,-0.001003656176070075,0.8586666666666664
58,275.52,-0.031189563627413097,62.04,3.21,2.06,0.2985116029915782,0.003526448362720469,0.6026548672566364
59,275.99,0.0017058652729384782,58.4,2.97,2.24,-0.6710422910072148,0.004727364584461052,0.5970389443192795
60,276.45,0.00166672705532811,57.02,2.79,2.35,0.4541083826434378,0.004040404040404057,0.5953488372093024
61,277.85,0.005064206909025204,59.02,2.73,2.43,-0.1933174182522388,0.001837639174143508,0.6249576127500848
62,277.85,0.0,39.01,2.65,2.47,0.16924302124766633,-0.003528861042094132,0.6068254532527557
63,281.12,0.01176894007558027,46.42,2.82,2.54,-0.11050550607162346,-0.0018680173869309977,0.7071540880503149
64,275.52,-0.019920318725099695,50.0,2.47,2.53,0.8132681292131285,-0.0011866661872055237,0.44685990338164155
65,277.39,0.00678716608594665,53.75,2.32,2.48,-0.4978590045327118,-0.0006471793765505584,0.5115257958287585
66,273.65,-0.01348282201953932,47.05,1.88,2.36,0.31195135358365955,-0.00165723961523212,0.2732174955062914
67,278.32,0.01706559473780378,54.34,1.88,2.27,0.2383397946634025,0.0008304148463731138,0.5248738284066309
68,270.85,-0.026839609083069704,42.0,1.27,2.07,0.9999166251008005,-0.004882459312839142,0.008507347254448074
69,272.25,0.005168912682296467,45.0,0.88,1.83,-0.3969574423759942,-0.005903230479501649,0.13583333333333295
70,274.59,0.008595041322313923,45.0,0.76,1.62,-0.36238326731669845,-0.0072841922156990325,0.33636363636363514
71,277.85,0.011872245893878253,42.7,0.91,1.48,-0.05142684094990657,-0.004240052185257723,0.5933333333333337
72,272.72,-0.018463199568112265,46.59,0.61,1.3,0.29665181039948174,-0.006462622081835782,0.192492012779555
73,272.72,0.0,45.97,0.37,1.12,-0.3331357612383653,-0.002039404202629383,0.2082362082362087
74,275.99,0.011990319741859823,49.47,0.44,0.98,0.26314962196896996,0.0005097767905909272,0.47100313479623784
75,276.92,0.0033696873075110823,48.92,0.56,0.9,-0.3095573340891512,0.0023671655923377913,0.5438871473354234
76,274.59,-0.008413982377582174,46.4,0.47,0.81,0.21682999187327456,-0.0003276539973788839,0.37768924302788603
77,272.72,-0.006810153319494305,40.43,0.24,0.7,1.8045488685221023,0.0017145775572740786,0.22352941176470903
78,275.99,0.011990319741859823,50.57,0.31,0.62,-0.5510926774666606,0.002221170301860735,0.5416258570029393
79,276.92,0.0033696873075110823,49.42,0.45,0.59,-0.30827290579984246,0.0011995637949835844,0.6270691333982482
80,281.12,0.015166835187057526,59.09,0.88,0.64,1.6310925093333744,0.001885766092475002,0.9630931458699459
81,285.79,0.016612122936824125,59.09,1.58,0.83,-0.28543926916297857,0.007087325980835218,1.164116828929069
82,290.93,0.0179852339130131,75.92,2.52,1.17,-0.07710972737939004,0.013579049466537244,1.2208525937339505
83,297.0,0.020864125390987587,78.51,3.71,1.68,0.1703453705012199,0.019764957264957306,1.2331055429005306
84,297.94,0.0031649831649831484,77.79,4.68,2.28,-0.2760443871639183,0.026750061839640953,1.1008165829145722
85,301.2,0.01094180036248904,77.79,5.65,2.95,0.09795340000058217,0.03205801976035308,1.064447403462051
86,299.34,-0.00617529880478096,84.36,6.19,3.6,0.25309950098112366,0.032580757207363656,0.9426189308484544
87,295.13,-0.014064274737756288,76.09,6.21,4.12,-0.08205564577299873,0.02750396360377755,0.8060720169451634
88,289.06,-0.020567207671195686,64.28,5.67,4.43,0.10957091263485386,0.017465001372495112,0.6450758487840116
89,294.2,0.017781775409949407,67.29,5.59,4.66,-0.2826476291416724,0.008936794351400226,0.7432922407541696
90,294.2,0.0,70.59,5.47,4.82,-0.05696120237052793,-0.0003056234718827487,0.7199612403100772
91,296.08,0.006390210740992552,74.52,5.46,4.95,-0.1586912805411168,-0.006023484822848543,0.7406078009093078
92,296.08,0.0,72.64,5.39,5.04,0.6571234858651598,-0.0070941152624821495,0.7181438742941317
93,293.73,-0.007937044042150676,68.36,5.08,5.05,-0.22346979905373499,-0.002840716942847396,0.6416214820552546
94,296.55,0.009600653661525849,67.37,5.01,5.04,0.10503032325469253,-0.0007781837867100359,0.6934325977133745
95,298.91,0.007958185803405904,65.58,5.09,5.05,0.3110632898470618,0.003182880167947712,0.7328785811732614
96,293.73,-0.017329630992606537,53.32,4.68,4.97,0.04494924781092302,0.0034942497540456276,0.5714711137581896
97,294.67,0.003200217887175283,46.85,4.37,4.85,-0.13412711839184155,0.0027144408251898564,0.5779944289693596
98,298.91,0.014388977500254585,51.2,4.43,4.77,-0.3971990040794532,0.002840620878563565,0.7159044921084586
99,303.14,0.014151416814425666,52.35,4.75,4.77,0.1690971884315846,0.004281861092380249,0.9001454192922926
100,310.2,0.023289569175958258,61.68,5.52,4.92,0.5449722526484106,0.006472166331321284,1.170212765957446
101,318.21,0.0258220502901354,72.95,6.7,5.27,0.07337996239247713,0.01537898205785409,1.2693768996960477
102,318.68,0.0014770120360769745,83.15,7.58,5.73,0.03126477787042181,0.0236561271351636,1.1175718849840257
103,321.03,0.007374168444834739,82.02,8.37,6.26,-0.4797268239717484,0.02897838899803544,1.0580381471389644
104,324.8,0.011743450767841113,83.51,9.2,6.85,0.1563191380998663,0.033578821010284414,1.0390588235294123
105,328.09,0.010129310344827447,84.0,10.0,7.48,0.7144716896189602,0.035384862606460066,1.0123685837971546
106,333.74,0.017220884513395873,85.72,10.97,8.18,-0.21070838795924762,0.03211169284467715,1.019116321009919
107,342.21,0.02537903757415938,91.2,12.28,9.0,0.28489209264672755,0.03147858705845592,1.0471934775791782
108,341.74,-0.001373425674293438,90.0,13.13,9.82,0.18901275254334426,0.030661977913504834,0.9653153812381091
109,336.56,-0.015157722244981575,81.74,13.23,10.51,-0.07105074048356363,0.02729520959912086,0.8471238311136298
110,345.51,0.026592583788923152,91.04,13.87,11.18,-0.036543657133502605,0.026853138403914657,0.9147193123824869
111,344.57,-0.0027206159011317066,89.55,14.14,11.77,-0.3492944694293415,0.025262968623572798,0.8579419799661765
112,360.57,0.04643468671097306,91.19,15.47,12.51,0.5015261202455841,0.023410678347342326,0.9829777031886836
113,361.51,0.0026069833874142745,90.79,16.41,13.29,-0.31858822499115835,0.022840932354575506,0.9339449541284405
114,359.16,-0.006500511742413617,86.62,16.77,13.99,0.03312666663162678,0.025740510177490766,0.8645938943336715
115,363.39,0.01177748078850649,85.82,17.2,14.63,0.9173658630544055,0.02562338779019776,0.8689739053516141
116,399.64,0.09975508406945699,90.96,20.23,15.75,0.14594675797835355,0.03758192916819042,1.1225200812929446
117,409.53,0.024747272545290633,91.6,23.16,17.23,0.6742312218848212,0.04535917398266233,1.0921985815602835
118,397.29,-0.0298879202988791,81.56,24.22,18.63,-0.48491174908954626,0.04902520597112334,0.9316843345111896
119,408.58,0.028417528757330723,82.76,25.67,20.04,-0.19108816267659312,0.055229612245986395,0.961742912371134
120,400.58,-0.01958000881100397,76.69,25.88,21.21,-0.2799129690241784,0.059503784693019306,0.8576217079010373
121,391.64,-0.022317639422836932,69.67,25.04,21.97,0.5317261281557935,0.042394662374412584,0.7597193095660589
122,400.58,0.022827086099479033,71.93,24.8,22.54,-0.46063487651919444,0.02708188802384445,0.8013503619946309
123,403.88,0.008238054820510321,75.45,24.6,22.95,0.14555767961653854,0.01936812139389473,0.7988278025425127
124,409.53,0.013989303753590088,74.82,24.61,23.28,-0.13116696539294115,0.00697686091452098,0.8145855983942459
125,407.64,-0.004615046516738719,74.27,24.19,23.46,-0.10821855631297839,-0.0005956960957085286,0.773376958842776
126,410.0,0.005789422039054193,71.26,23.77,23.53,-0.01426531028334388,0.005966528025351476,0.7685488875099724
127,403.88,-0.014926829268292696,67.44,22.68,23.36,-0.04220384002218058,0.00899940499801665,0.6935217471095615
128,394.46,-0.023323759532534405,63.73,20.82,22.85,0.5094225372918173,0.0050114121266250835,0.5883618581907087
129,403.88,0.02388074836485332,65.14,19.88,22.26,-0.14941733648203037,0.0033779588187079646,0.6632399091007467
130,401.99,-0.004679607804298325,51.18,18.76,21.56,-0.47195666248462453,0.0002234636871507759,0.6242366183690576
131,409.53,0.018756685489688785,50.0,18.27,20.9,0.45763435497634397,-0.004424778761061997,0.7033134618050737
132,407.64,-0.004615046516738719,55.97,17.53,20.23,0.21985728928498505,-0.004293751850755131,0.6597701149425289
133,402.46,-0.012707290746737376,46.2,16.34,19.45,-0.24389023311391356,0.0,0.5571428571428569
134,390.7,-0.029220295184614553,44.14,14.28,18.42,1.3850386511172936,-0.001884827141510956,0.2610744580584351
135,399.64,0.022882006654722398,54.74,13.22,17.38,-0.44592544585696137,-0.0010685353610655703,0.3735294117647051
136,402.94,0.008257431688519778,51.5,12.5,16.4,0.16260575988632597,-0.002564038734410328,0.505289885738468
137,409.05,0.01516354792276764,53.17,12.28,15.58,-0.25627706359715097,-0.0031573975088880456,0.7660569970225435
138,416.12,0.01728395061728394,53.98,12.53,14.97,0.09076241500372206,-0.0017556874381799692,0.9813447337738042
139,418.0,0.0045179275209075165,56.25,12.73,14.52,0.3524004837508734,0.008230452674897058,0.9845397048489108
140,409.53,-0.020263157894736872,49.74,12.07,14.03,0.07102516261087244,0.011240653286107814,0.6702759343346127
141,401.52,-0.01955900666617827,48.7,10.78,13.38,0.43345126799257105,0.012519716088328036,0.360919540229884
142,409.53,0.019949193066347792,58.42,10.28,12.76,-0.5406316904780378,0.01229215420618305,0.6512879661668576
143,407.64,-0.004615046516738719,52.29,9.62,12.13,-0.06834621721746947,0.006814771077816276,0.571318723567858
144,410.47,0.006942400157001316,55.12,9.23,11.55,0.0023001652901473157,-0.0017138380178238876,0.6775057383320598
145,403.88,-0.016054766487197725,46.55,8.28,10.9,0.3195358314895702,-0.005527429256242793,0.4324531190202837
146,401.05,-0.00700703179162121,46.02,7.22,10.16,-0.30573777559978377,-0.0053097778212783005,0.3412485637686718
147,405.76,0.011744171549681992,52.0,6.69,9.47,-0.2593635366056585,-0.006342598261295535,0.518021472392638
148,401.99,-0.009291206624605586,57.59,5.89,8.75,0.7099694830246426,-0.005676512507986441,0.3484536082474222
149,409.53,0.018756685489688785,56.77,5.8,8.16,-0.13445765397472964,-0.004063138713093101,0.6467458043389255
150,410.94,0.003442971210900314,55.62,5.77,7.68,-0.022805601345978643,-0.0009354306673559201,0.6854345165238686
151,415.17,0.010293473499781047,54.42,6.03,7.35,0.1395795246720779,0.002649656526005849,0.8313817330210775
152,418.94,0.009080617578341332,52.14,6.46,7.17,-0.0006238577542916346,0.006780241836784603,0.9196268388948687
153,431.18,0.029216594261708195,58.64,7.7,7.28,0.645131956062357,0.015235221105405318,1.1480414746543774
154,424.55,-0.015376408924347107,60.09,8.05,7.43,-0.34550738035890316,0.01906378850351689,0.9281400966183576
155,420.29,-0.010034153809916346,63.27,7.9,7.52,0.24718937948009856,0.01954389525051934,0.7722954336500155
156,416.51,-0.0089937900021414,55.25,7.38,7.5,-0.24766030535704542,0.016366218200197385,0.6387844611528815
157,413.67,-0.006818563779981246,54.47,6.67,7.33,-0.08446401168459694,0.011915057173056685,0.5425966677145548
158,410.35,-0.008025720985326501,49.91,5.77,7.02,0.2651578899559457,-9.589796456575114e-05,0.4470774091627178
159,400.41,-0.024223224077007388,47.57,4.21,6.46,0.7458914834062893,-0.009490629505045624,0.17221374045801657
160,401.36,0.0023725681176793856,50.22,3.01,5.77,-0.5141332245099549,-0.01632790675272139,0.22314049586776868
161,408.46,0.017689854494717938,51.88,2.61,5.14,-0.11910416404848156,-0.018621704416624384,0.4200913242009123
162,407.99,-0.0011506634676589078,54.38,2.22,4.55,-0.05640051886330799,-0.01879171906742778,0.4084421500151833
163,409.88,0.004632466482021647,50.28,2.05,4.05,-0.151915039982933,-0.013929743527409793,0.4621951219512192
164,409.41,-0.0011466770762174061,48.76,1.85,3.61,0.20529692395651988,-0.005880487031207984,0.44958879074017755
165,416.03,0.016169609926479422,50.67,2.2,3.33,0.08588531016609324,0.00229598690798954,0.6344550787280013
166,419.35,0.007980193736028873,50.32,2.72,3.21,0.19988162255091813,0.0069320705899582,0.714876033057852
167,428.81,0.022558721831405615,48.06,3.84,3.33,0.4176366813780261,0.013350842635149946,0.944542772861357
168,435.44,0.0154613931578087,58.92,5.21,3.71,0.0635196372499991,0.019578932102197247,1.0384511965582148
169,437.33,0.00434043725886446,64.52,6.37,4.24,-0.29308888643486963,0.02390934572722254,0.9942224362060662
170,434.49,-0.006493951935609199,65.57,6.99,4.79,-0.1080091210769103,0.02462445331812121,0.8752272727272725
171,428.81,-0.01307279799304939,62.5,6.93,5.22,0.17069141276114408,0.024198698994677748,0.7256952169076755
172,425.03,-0.008815092931601431,62.02,6.51,5.48,-0.01880118207361381,0.018282052490222984,0.6338556610019856
173,433.07,0.01891631178975617,77.61,6.75,5.73,-0.26464892516876315,0.011645344205445492,0.8059864540091763
174,426.92,-0.01420093749278406,69.86,6.37,5.86,-0.2687851604480602,0.0026369215690851336,0.6680416847590108
175,428.81,0.004427058933758055,67.21,6.14,5.92,0.11320018957663369,-0.002978060073055605,0.6964781216648883
176,430.71,0.004430866817471513,68.76,6.05,5.94,-0.1646668451719865,-0.004710632570659425,0.7174550020929258
177,427.87,-0.006593763785377571,64.62,5.69,5.89,-0.19886736153055906,-0.003179760937681338,0.6431708847521439
178,425.97,-0.004440601117161713,63.16,5.18,5.75,-0.1979937035961078,-0.004280065131425855,0.588699360341152
179,423.13,-0.006667136183299394,56.0,4.5,5.5,0.33587116401180084,-0.002753920836445124,0.5043683589138135
180,420.29,-0.006711885236215798,50.8,3.69,5.14,0.22828549642453444,-0.0034421392778532928,0.40353697749196155
181,413.67,-0.01575102905136927,36.44,2.48,4.61,0.6707902759302524,-0.007895664434261577,0.2069351230425066
182,408.93,-0.011458408876640847,25.43,1.13,3.91,0.1546127740579455,-0.013067886965136624,0.06890708839310929
183,412.25,0.008118748930134645,27.36,0.33,3.19,-0.2977088518624147,-0.014720523396387512,0.15180375180375164
184,417.45,0.012613705275924758,35.24,0.11,2.58,-0.09406178363144402,-0.015181392696776135,0.2757557063541022
185,425.97,0.02040962989579609,47.66,0.61,2.18,0.23688267419797793,-0.011815890827825656,0.5240675804909165
186,426.92,0.0022302040049768657,51.64,1.08,1.96,-0.07002097151398234,-0.004616409670664377,0.5428663862827569
187,428.34,0.0033261500983789993,45.37,1.54,1.88,-0.1356404675465661,0.004520688096314395,0.5897020725388595
188,434.02,0.013260494000093326,57.01,2.34,1.97,0.30150888070427473,0.01291854666350035,0.7791612057667099
189,426.92,-0.016358693147781156,48.31,2.37,2.05,-0.11276041936732162,0.01648951314415865,0.5683175272216376
190,432.6,0.013304600393516441,51.58,2.83,2.21,0.0558596819649253,0.01667810082562516,0.7756341550553779
191,433.55,0.002196024040684197,54.92,3.23,2.41,0.09071856675871204,0.01504591476336234,0.7920277296360487
192,437.33,0.008718717564294653,59.52,3.8,2.69,-0.22601603755329058,0.012490059409645822,0.8758508914100473
193,458.16,0.0476299362037822,72.56,5.87,3.33,1.641807516458027,0.012912780876125204,1.2417896239885775
194,459.58,0.0030993539374890577,75.78,7.54,4.17,-0.11684951962338841,0.01810514736214886,1.1054175630745158
195,470.46,0.02367378911179774,85.29,9.63,5.26,-0.3041702039725319,0.025023253703577605,1.12734732523276
196,463.84,-0.014071334438634509,83.34,10.63,6.33,-0.1224042910290436,0.030125089992800544,0.949964260185847
197,461.94,-0.004096240082787084,80.7,11.14,7.29,-0.26998158505146974,0.03340478742408011,0.8737096125485988
198,469.99,0.017426505606788822,81.36,12.05,8.25,0.1797488173782016,0.03039163565479361,0.9178540453475406
199,465.73,-0.009064022638779479,75.0,12.29,9.06,-0.06839564094176442,0.024312571378371242,0.826154396850018
200,461.0,-0.010156099027333498,70.46,11.96,9.64,0.1674333594537829,0.013837960537803333,0.7439212430316692
201,462.89,0.004099783080260266,70.62,11.72,10.05,-0.30243144120643084,0.006983452254440624,0.7419823308725645
202,462.89,0.0,68.49,11.39,10.32,0.1407659763514617,0.0018332794133506369,0.7219869079707353
203,454.84,-0.017390740780747094,67.66,10.37,10.33,2.6375755005531065,-0.0039929206595872525,0.5994135716280365
204,463.84,0.019787177908715092,68.97,10.16,10.3,-0.6912415308519169,-0.005714408936041821,0.7060316512391758
205,472.36,0.01836840289755104,71.58,10.57,10.35,0.36745498910805807,-0.0012286336300734878,0.804043782304652
206,470.46,-0.004022355830298974,68.81,10.61,10.4,-0.29572429919327103,0.0006242062894165188,0.7524972253052162
207,476.14,0.012073289971517243,62.33,10.98,10.52,0.43534433829333774,0.0032617325808458656,0.8159842131228416
208,486.55,0.021863317511656266,66.47,11.97,10.81,-0.13485422351537724,0.013257211281459123,0.9335153364380924
209,496.02,0.01946357003391208,65.88,13.37,11.32,-0.07904641215864638,0.020416401104737653,1.028662930344275
210,492.23,-0.007640820934639692,68.28,14.01,11.86,0.062355756475664714,0.022075893799333036,0.9318630678077685
211,484.66,-0.01537898949677996,63.63,13.75,12.24,-0.017481345284325878,0.023361344537815135,0.7947686116700208
212,488.45,0.007819914991953114,61.67,13.69,12.53,0.07293839785326606,0.023027415580073516,0.8548057259713698
213,480.88,-0.015498003889855672,59.2,12.88,12.6,-0.3372788263759675,0.015150885360379007,0.6799167533818941
214,477.09,-0.007881384129096669,59.88,11.8,12.44,0.31697710727372685,0.0045183220029845934,0.585224839400428
215,484.66,0.015867027185646476,62.5,11.42,12.23,0.30512572327575227,-0.0011577184676769185,0.7270632593213244
216,483.23,-0.0029505220154335543,61.49,10.88,11.96,-0.26526718232370516,-0.004391843130786192,0.6776911733726572
217,485.14,0.0039525691699604515,68.39,10.49,11.67,0.04473837476987885,-0.007594311469674202,0.6966388353671585
218,490.84,0.011749185802036433,67.07,10.51,11.44,-0.1280300666772466,-0.004379832209244932,0.7874195557400868
219,484.19,-0.013548203080433474,57.66,9.88,11.12,-0.35500830846710485,0.0009687925135013136,0.6323902027027023
220,484.19,0.0,59.11,9.28,10.75,-0.19450913516387103,0.0024570024570024526,0.6139099420419084
221,485.14,0.0019620396951609553,56.37,8.77,10.36,-0.17341855610595958,0.003138032123539332,0.6166352497643723
222,486.09,0.0019581976336726648,49.62,8.35,9.96,-0.17539952627877875,0.0040277605651257665,0.6201216421692849
223,489.89,0.007817482359233852,44.47,8.23,9.61,0.5483082878301608,0.0017523966601380597,0.7173982697853253
224,489.89,0.0,47.74,8.04,9.3,0.04296796700563754,0.0014599140501306447,0.7115310451214802
225,499.41,0.019432933923942297,63.75,8.56,9.15,1.3253716383068759,0.004674046740467348,1.012772351615328
226,504.16,0.009511223243427347,64.39,9.25,9.17,-0.35258493073193586,0.008165098287370635,1.1107051516258688
227,509.87,0.011325769596953306,77.49,10.14,9.36,0.2936207253570673,0.012734325811889395,1.1505174035747887
228,515.58,0.011198933061368654,85.22,11.18,9.73,-0.11241746523269036,0.018066445719828628,1.1319514661274022
229,522.24,0.01291749098103101,84.96,12.39,10.26,0.5410542979564084,0.02326280958588193,1.1252833298990323
230,537.46,0.029143688725490335,90.15,14.42,11.09,-0.03514524852974377,0.027561164355021105,1.183151916706105
231,551.72,0.026532207047966327,91.68,16.98,12.27,0.16410594279702795,0.03278303272428179,1.1702311781431571
232,555.53,0.006905676792575921,91.47,19.1,13.63,-0.18052255275898155,0.03657405618455108,1.0724607329842928
233,562.19,0.01198855147336797,100.0,21.07,15.12,0.029121228641336705,0.040052590461309996,1.0299888930025918
234,575.51,0.02369305750724826,100.0,23.44,16.78,0.24744906805815026,0.043328271181356307,1.039608842139863
235,563.14,-0.021493979253184192,87.96,24.04,18.23,0.2014938050642272,0.040538036832548995,0.8854622111180515
236,571.7,0.015200483006002186,88.79,24.92,19.57,0.2221060070055607,0.03498691650350419,0.8975482912332841
237,577.41,0.00998775581598732,88.98,25.78,20.81,-0.5030298063807934,0.030257568910980585,0.8881148706283764
238,596.43,0.03294019847248908,90.58,27.68,22.19,0.1081734354512689,0.02763080540858317,0.9503756425464605
239,615.46,0.03190651040356807,91.21,30.36,23.82,0.6195338546669138,0.02483089755721458,0.9908284742468416
240,640.19,0.04018132778734618,92.31,34.1,25.88,0.08472058157963791,0.03323980514003419,1.0354462280173125
241,617.36,-0.03566128805510871,80.21,34.81,27.66,0.4062077797945851,0.0372431871180786,0.8674737691686845
242,602.14,-0.02465336270571472,73.09,33.76,28.88,-0.25666578710237176,0.03743983787891594,0.7602245830351735
243,586.92,-0.02527651376756246,66.5,31.34,29.38,0.07633894515766038,0.02990094680725825,0.6572816095276633
244,585.02,-0.003237238465208181,63.02,28.94,29.29,-0.40106734381935916,0.018049632291211926,0.6275130305286672
245,571.7,-0.022768452360602986,55.5,25.66,28.56,0.6078557289248274,-0.006371242224569446,0.5242438468244924
246,562.19,-0.01663459856568128,51.78,22.04,27.26,-0.05912329556423179,-0.023325720427218356,0.43564791102656064
247,581.21,0.033831978512602445,54.76,20.47,25.9,-0.25657367559688005,-0.030963649179337503,0.5536131475066465
248,601.19,0.034376559247087934,56.22,20.6,24.84,0.16256152056735362,-0.026964483348425463,0.6978493672006374
249,599.29,-0.003160398542890075,59.22,20.32,23.94,-0.3785608235546185,-0.019504977132095813,0.6645845726749947
